compound_name,species,strain,dosage,avg_lifespan_change,max_lifespan_change,gender,significance,pubmed_id
Sesamin,Caenorhabditis elegans,N2,12.5 µg,10.9,,,,24549958
Sesamin,Caenorhabditis elegans,N2,6.3 µg,14.1,,,,24549958
Sesamin,Caenorhabditis elegans,N2,5.75 µg,9.55,,,S,28239780
Fucoxanthin,Caenorhabditis elegans,N2,5 µM,14,24,,,26292053
Fucoxanthin,Drosophila melanogaster,Canton S,1 µM,14.9,4.4,,S,29504896
Fucoxanthin,Drosophila melanogaster,Canton S,1 µM,6.2,0,,S,29504896
Glutamate,Caenorhabditis elegans,N2,1 mM,14,,,,25643626
Glutamate,Caenorhabditis elegans,N2,10 mM,-8,,,,25643626
Glutamate,Caenorhabditis elegans,N2,5 mM,11,,,,25643626
L-theanine,Caenorhabditis elegans,N2,0.1 µM,3.6,4.4,,,22422488
L-theanine,Caenorhabditis elegans,N2,100 µM,14,,,,25643626
L-theanine,Caenorhabditis elegans,N2,1 mM,8,,,,25643626
L-theanine,Caenorhabditis elegans,N2,5 mM,10,,,,25643626
L-theanine,Caenorhabditis elegans,N2,10 mM,-15,,,,25643626
Malate,Caenorhabditis elegans,N2,10 mM,14,,,,23472183
Methionine,Caenorhabditis elegans,N2,5 mM,8,,,,25643626
Methionine,Caenorhabditis elegans,N2,1 mM,4,,,NS,25643626
Methionine,Caenorhabditis elegans,N2,10 mM,14,,,,25643626
Naftopidil dihydrochloride,Caenorhabditis elegans,,33 µM,14,,,,24134630
Tryptophan,Caenorhabditis elegans,N2,1 mM,14,,,,25643626
Tryptophan,Caenorhabditis elegans,N2,5 mM,6,,,,25643626
Tryptophan,Caenorhabditis elegans,N2,1 mM,9,,,,25643626
Tryptophan,Caenorhabditis elegans,N2,10 mM,1,,,NS,25643626
Salicylic acid,Caenorhabditis elegans,N2,1 µM,13.9,,,,22866967
Sodium pyruvate,Caenorhabditis elegans,N2,2.5 mM,13.9,,,,21040400
Huperzine A,Caenorhabditis elegans,N2,300 µM,13.8,,,,23523941
Arctigenin,Caenorhabditis elegans,N2,10 µM,6.7,,,,26141518
Arctigenin,Caenorhabditis elegans,N2,100 µM,13.7,,,,26141518
Beta-Guanidinopropionic acid,Drosophila melanogaster,w1118,900 mM,9.1,,Male,,26120775
Beta-Guanidinopropionic acid,Drosophila melanogaster,w1118,900 mM,13.3,,Female,,26120775
"3,4-dichloroisocoumarin",Caenorhabditis elegans,,88 µM,13,,,,24134630
Beta-alanine,Caenorhabditis elegans,N2,5 mM,5,,,NS,25643626
Beta-alanine,Caenorhabditis elegans,N2,1 mM,13,,,,25643626
Bezafibrate,Caenorhabditis elegans,N2,10 µM,13,,,,23603800
Catechin,Drosophila melanogaster,Oregon R,0.1 mg/ml,-8.5,,Male,NS,8326745
Catechin,Drosophila melanogaster,Oregon R,1 mg/ml,-5.1,,Male,NS,8326745
Catechin,Drosophila melanogaster,Oregon R,0.01 mg/ml,-5.1,,Male,NS,8326745
Catechin,Caenorhabditis elegans,N2,200 µm,13,,,,19501612
Danazol,Caenorhabditis elegans,,33 µM,13,,,,24134630
Diallyl trisulfide,Caenorhabditis elegans,TJ1060,10 µM,13,,,,21296648
Homocysteine,Caenorhabditis elegans,N2,5 mM,7,,,,25643626
Homocysteine,Caenorhabditis elegans,N2,1 mM,13,,,,25643626
Ketanserin tartrate,Caenorhabditis elegans,,176 µM,13,,,,24134630
Valine,Caenorhabditis elegans,N2,1 mM,13,,,NS,25643626
Valine,Caenorhabditis elegans,N2,5 mM,8,,,,25643626
Valine,Caenorhabditis elegans,N2,10 mM,-1,,,,25643626
Lappaol F,Caenorhabditis elegans,N2,100 µM,12.5,,,,26141518
Pinitol,Drosophila melanogaster,Canton S,,12.5,,Female,,22843669
Pinitol,Drosophila melanogaster,Canton S,,8.7,,Male,,22843669
"1,2,4-triazolo[1,5-a]pyridine",Caenorhabditis elegans,N2,500 nM,12,,,,22509764
Branched-Chain Amino Acids,Mus musculus,B6.129S2,1.5 mg/g body weight,12,0,,,20889128
Guanabenz acetate,Caenorhabditis elegans,,88 µM,12,,,,24134630
Histidine,Caenorhabditis elegans,N2,5 mM,10,,,,25643626
Histidine,Caenorhabditis elegans,N2,1 mM,4,,,NS,25643626
Histidine,Caenorhabditis elegans,N2,5 mM,9,,,,25643626
Histidine,Caenorhabditis elegans,N2,10 mM,12,,,,25643626
N-acetyl-l-histidine,Caenorhabditis elegans,N2,100 µM,3,,,NS,25643626
N-acetyl-l-histidine,Caenorhabditis elegans,N2,10 mM,10,,,NS,25643626
N-acetyl-l-histidine,Caenorhabditis elegans,N2,1 mM,12,,,,25643626
Phosphoenolpyruvate,Caenorhabditis elegans,N2,1 mM,12,,,,25643626
Phosphoenolpyruvate,Caenorhabditis elegans,N2,10 mM,8,,,,25643626
Phosphoenolpyruvate,Caenorhabditis elegans,N2,5 mM,12,,,,25643626
Quinidine sulfate,Caenorhabditis elegans,,33 µM,12,,,,24134630
Trametinib,Drosophila melanogaster,white Dahomey,15.6 µM,12,,,,26119340
Vincristine sulfate,Caenorhabditis elegans,,88 µM,12,,,,24134630
Tetrahydrocurcumin,Mus musculus,Sprague-Dawley,0.002,11.7,,Male,,15247057
Tetrahydrocurcumin,Mus musculus,C57BL/6J,0.002,11.7,6.5,,,17516143
Lappaol C,Caenorhabditis elegans,N2,10 µM,11.3,,,,26141518
Lappaol C,Caenorhabditis elegans,N2,100 µM,11.5,,,,26141518
Lutein,Drosophila melanogaster,,0.1 mg/ml,11.4,,,,23993264
"7-cyclopentyl-5-(4-phenoxy)phenyl-7H-pyrrolo[2,3-d]pyrimidin-4-ylamine",Caenorhabditis elegans,,33 µM,11,,,,24134630
Alanine,Caenorhabditis elegans,N2,5 mM,4,,,NS,25643626
Alanine,Caenorhabditis elegans,N2,1 mM,8,,,,25643626
Alanine,Caenorhabditis elegans,N2,10 mM,11,,,,25643626
Caffeic acid,Caenorhabditis elegans,N2,300 µM,11,,,,21503726
D-glucosamine,Saccharomyces cerevisiae,W303R,0.5 mg/ml,0,,,NS,11805047
D-glucosamine,Caenorhabditis elegans,N2,10 mM,11,8,,,24714520
D-glucosamine,Mus musculus,C57BL/6NRj,10 g/kg,5.6,5.5,,,24714520
Succinate,Caenorhabditis elegans,N2,10 mM,4,,,NS,25643626
Succinate,Caenorhabditis elegans,N2,5 mM,10,,,,25643626
Succinate,Caenorhabditis elegans,N2,1 mM,11,,,,25643626
Taurine,Caenorhabditis elegans,N2,1 mM,11,,,,25643626
Taurine,Caenorhabditis elegans,N2,5 mM,6,,,,25643626
Taurine,Caenorhabditis elegans,N2,10 mM,-4,,,,25643626
Taurine,Drosophila melanogaster,Canton-S,1.50%,-14.29,-23.19,Male,P<0.05,29093334
10-hydroxy-2-decenoic Acid,Caenorhabditis elegans,N2,25 µM,10,14,,,25789174
BRL 15572,Caenorhabditis elegans,,33 µM,10,,,,24134630
Gallic Acid,Caenorhabditis elegans,N2,300 µM,10,,,,21805983
Glycine,Caenorhabditis elegans,N2,5 mM,3,,,NS,25643626
Glycine,Caenorhabditis elegans,N2,1 mM,10,,,,25643626
Glycine,Caenorhabditis elegans,N2,10 mM,-4,,,NS,25643626
Metoprolol,Mus musculus,C3B6F1,1.1 g/kg diet,10,,Male,,23314750
Putrescine,Caenorhabditis elegans,N2,1 mM,10,,,,25643626
Putrescine,Caenorhabditis elegans,N2,10 mM,-13,,,,25643626
Putrescine,Caenorhabditis elegans,N2,100 µM,1,,,NS,25643626
Rosmarinic acid,Caenorhabditis elegans,N2,200 µM,10,,,,21503726
Rotenone,Caenorhabditis elegans,N2,100 nM,10,,Hermaphrodite,,24199155
Rotenone,Drosophila melanogaster,Dahomey,100 µM,-21.14,,,S,27076081
Rotenone,Nothobranchius furzeri,MZM-0410,15 pM,8.1,,,S,27135165
Rotenone,Nothobranchius furzeri,MZM-0410,150 pM,-20.09,,,S,27135165
Tyrosine,Caenorhabditis elegans,N2,10 mM,2,,,NS,25643626
Tyrosine,Caenorhabditis elegans,N2,1 mM,10,,,,25643626
Tyrosine,Caenorhabditis elegans,N2,5 mM,5,,,,25643626
Betaine,Caenorhabditis elegans,N2,1 mM,9,,,,25643626
Caffeic acid phenethylester,Caenorhabditis elegans,,,9,17,,,24964141
L-histidine methyl ester,Caenorhabditis elegans,N2,100 µM,8,,,,25643626
L-histidine methyl ester,Caenorhabditis elegans,N2,1 mM,9,,,,25643626
L-histidine methyl ester,Caenorhabditis elegans,N2,10 mM,4,,,NS,25643626
Ribose,Caenorhabditis elegans,N2,1 mM,9,,,,25643626
Ribose,Caenorhabditis elegans,N2,5 mM,9,,,,25643626
Ribose,Caenorhabditis elegans,N2,10 mM,1,,,NS,25643626
SRT1720,Mus musculus,C57BL/6J,100 mg/kg body weight,8.8,0,,,24582957
Indirubin,Drosophila melanogaster,Oregon R,3 mM,8.2,,,,22363408
Creatine,Mus musculus,C57BL/6J,0.01,8,3.5,Female,,17416441
Creatine,Caenorhabditis elegans,N2,5 mM,-20,,,,25643626
Creatine,Caenorhabditis elegans,N2,1 mM,-4,,,,25643626
Creatine,Caenorhabditis elegans,N2,10 mM,-18,,,,25643626
Lonidamine,Caenorhabditis elegans,,5 µM,8,8,,,21932172
Lysine,Caenorhabditis elegans,N2,5 mM,8,,,,25643626
Lysine,Caenorhabditis elegans,N2,10 mM,6,,,,25643626
Lysine,Caenorhabditis elegans,N2,1 mM,7,,,,25643626
MPTP,Caenorhabditis elegans,N2,10 nM,8,,Hermaphrodite,,24199155
Ornithine,Caenorhabditis elegans,N2,100 µM,3,,,NS,25643626
Ornithine,Caenorhabditis elegans,N2,1 mM,8,,,,25643626
Ornithine,Caenorhabditis elegans,N2,10 mM,-10,,,,25643626
Threonine,Caenorhabditis elegans,N2,5 mM,3,,,NS,25643626
Threonine,Caenorhabditis elegans,N2,10 mM,8,,,,25643626
Threonine,Caenorhabditis elegans,N2,1 mM,0,,,,25643626
Dichloroacetate,Caenorhabditis elegans,N2,50 µg/ml,7.9,13.5,,,21153705
Glaucarubinone,Caenorhabditis elegans,N2,100 nM,7.9,9,,,21264793
1-methyl nicotinamide,Caenorhabditis elegans,N2,1 µM,7.7,11,,,24077178
"(R,R)-cis-Diethyl tetrahydro-2,8-chrysenediol",Caenorhabditis elegans,,33 µM,7,,,,24134630
Beta-Estradiol,Caenorhabditis elegans,,33 µM,7,,,,24134630
Buformin,Rattus norvegicus,LIO,5 mg/day,7,5.5,Female,,14618027
Caprylate,Caenorhabditis elegans,N2,100 µM,1,,,NS,25643626
Caprylate,Caenorhabditis elegans,N2,1 mM,7,,,,25643626
Caprylate,Caenorhabditis elegans,N2,10 mM,-18,,,,25643626
Caprylate,Caenorhabditis elegans,N2,5 mM,-5,,,,25643626
Picolinic acid,Caenorhabditis elegans,N2,1 mM,7,,,,25643626
Nicotinamide,Caenorhabditis elegans,N2,100 µM,6.5,6,,,24077178
Nicotinamide,Saccharomyces cerevisiae,W303-1A,1 mM,20.2,19.83,,S,27320176
Nicotinamide,Saccharomyces cerevisiae,W303-1A,5 mM,35.96,50,,S,27320176
Nicotinamide,Mus musculus, C57BL/6J,0.5/kg,0,0,Male,N.S,29514072
Nicotinamide,Mus musculus,C57BL/6J,1 g/kg,0,0,,S,29514072
Nebivolol,Mus musculus,C3B6F1,0.27 g/kg diet,6.4,,Male,,23314750
Ivabradine,Mus musculus,C57BL/6J,50 mg/kg/day,6.2,,Male,,25589054
DL-lactate,Caenorhabditis elegans,N2,5 mM,6,,,,25643626
DL-lactate,Caenorhabditis elegans,N2,10 mM,2,,,NS,25643626
DL-lactate,Caenorhabditis elegans,N2,1 mM,3,,,NS,25643626
Galactose,Musca domestica,,20 mg/ml,-27.1,-27.1,Male,,15547319
Galactose,Drosophila melanogaster,,6.50%,-16.6,-12.9,Male,,15547319
Galactose,Musca domestica,,20 mg/ml,-19.8,-21.9,Female,,15547319
Galactose,Drosophila melanogaster,,6.50%,-15.9,-17.1,Female,,15547319
Galactose,Caenorhabditis elegans,N2,1 mM,1,,,NS,25643626
Galactose,Caenorhabditis elegans,N2,10 mM,6,,,,25643626
Tartaric acid,Drosophila melanogaster,Oregon R,0.001 M,0,,,,110607
Tartaric acid,Drosophila melanogaster,Oregon R,0.1M,-72,,Male,,110607
Tartaric acid,Drosophila melanogaster,Oregon R,0.01M,6,,Male,,110607
Xylose,Caenorhabditis elegans,N2,10 mM,6,,,,25643626
N-nitrosodimethylamine,Caenorhabditis elegans,N2,50 µM,5.5,,,,25556763
Asparagine,Caenorhabditis elegans,N2,1 mM,1,,,NS,25643626
Asparagine,Caenorhabditis elegans,N2,10 mM,-25,,,,25643626
Asparagine,Caenorhabditis elegans,N2,5 mM,5,,,,25643626
Piericidin A,Caenorhabditis elegans,N2,100 nM,5,,,,24199155
SU 4312,Caenorhabditis elegans,,88 µM,5,,,,24134630
Wortmannin,Drosophila melanogaster,Canton S,5 µM,5,,Male,,24096697
Wortmannin,Caenorhabditis elegans,N2,1 μM,-4.1,,,S,23543623
N-tert-butyl-alpha-phenylnitrone,Mus musculus,C57BL/6J,0.25 mg/ml of water,3.8,5,Male,,9614711
Morphine,Drosophila melanogaster,Oregon R,,3.2,,,,21061062
Morphine,Drosophila melanogaster,Oregon R,,2.6,,,,21061062
Isoleucine,Caenorhabditis elegans,N2,1 mM,3,,,NS,25643626
Isoleucine,Caenorhabditis elegans,N2,5 mM,3,,,NS,25643626
Isoleucine,Caenorhabditis elegans,N2,10 mM,3,,,,25643626
N-(3-(aminomethyl)benzyl)acetamidine,Drosophila melanogaster,Canton S,0.03 µM,3,13,Male,,24096697
Geldanamycin,Caenorhabditis elegans,N2,20 µM,2,,,,26676933
Calcium lactate,Drosophila melanogaster,Oregon R,0.01 M,-10.7,,Male,,110607
Calcium lactate,Drosophila melanogaster,Oregon R,0.001 M,1.8,,Male,,110607
Calcium lactate,Drosophila melanogaster,Oregon R,0.1 M,-66.1,,Male,,110607
GYY4137,Caenorhabditis elegans,N2,100 µM,0.4,,,,24093496
Methylene blue,Mus musculus,UM-HET3,27 mg/kg diet,0,6,Female,,24245565
Calcium gluconate,Drosophila melanogaster,Oregon R,0.001 M,-3.7,,Male,,110607
Calcium gluconate,Drosophila melanogaster,Oregon R,0.01 M,-13.2,,Male,,110607
Calcium gluconate,Drosophila melanogaster,Oregon R,0.1 M,-56.6,,Male,,110607
Glutathione,Caenorhabditis elegans,N2,25 µL Liposomes + 360 µg glutathione,,50,,,19580823
Myriocin,Saccharomyces cerevisiae,BY4741,600 ng/ml,,,,,23725375
Myriocin,Saccharomyces cerevisiae,DBY746,600 ng/ml,,,,,23725375
Spermine,Mus musculus,Crj:CD-1,3 mg.kg-1.dose-1 ,,,Female,,21858192
Indolepropionamide,Philodina acuticornis,odiosa,10 µM,137.8,,,,20421998
Indolepropionamide,Philodina acuticornis,odiosa,20 µM,229.7,,,,20421998
Indolepropionamide,Philodina acuticornis,odiosa,30 µM,267.9,,,,20421998
Shengmai yin,Caenorhabditis elegans,N2,48.0 g/L,47.3,,,,24952637
"3,5-dihydroxy-4'-thiomethyl-trans-stilbene",Saccharomyces cerevisiae,PSY316ATα,10 µM,22.7,,,,17156081
"Bis(1-hydroxy-2,2,6,6-tetramethyl-4-piperidinyl)-decandioate",Aeolosoma viride,,2.5 µM,98.6,,,,25190068
"Bis(1-hydroxy-2,2,6,6-tetramethyl-4-piperidinyl)-decandioate",Aeolosoma viride,,1.25 µM,157.3,,,,25190068
Polypeptide Bovine Thymus extract,Mus musculus,C3H/Sn,0.5 mg,28,11.2,Female,,6752596
Peyssonnelia sp. extract,Brachionus manjavacas,,2 µg/ml,8.5,,,,24120568
Oregano and Cranberry extracts,Anastrepha ludens,Loew,0.02,43,,,,21455602
Butylated hydroxyanisole,Zaprionus paravittiger,,100 mM,-63.8,-53.7,Male,,9207858
Butylated hydroxyanisole,Zaprionus paravittiger,,50 mM,-45.9,-40.7,Female,,9207858
Butylated hydroxyanisole,Zaprionus paravittiger,,50 mM,-31.7,-46.3,Male,,9207858
Butylated hydroxyanisole,Zaprionus paravittiger,,1 mM,1.7,0.8,Female,NS,9207858
Butylated hydroxyanisole,Zaprionus paravittiger,,1 mM,4,1.3,Male,NS,9207858
Butylated hydroxyanisole,Zaprionus paravittiger,,100 mM,-57.2,-55.2,Female,,9207858
Butylated hydroxyanisole,Zaprionus paravittiger,,5 mM,7.9,6.9,Female,,9207858
Butylated hydroxyanisole,Zaprionus paravittiger,,5 mM,18.4,6.6,Male,,9207858
Butylated hydroxyanisole,Zaprionus paravittiger,,25 mM,13.1,4.4,Female,,9207858
Butylated hydroxyanisole,Zaprionus paravittiger,,10 mM,27,17.6,Male,,9207858
Butylated hydroxyanisole,Zaprionus paravittiger,,10 mM,15.1,27,Female,,9207858
Butylated hydroxyanisole,Zaprionus paravittiger,,25 mM,20.5,2.2,Male,,9207858
Butylated hydroxyanisole,Caenorhabditis elegans,N2,25 µM,6.38,,,,28054425
Eleutherococcus senticosus root extract,Caenorhabditis elegans,N2,250 µg/ml,16,,,,18536978
4-hydroxy-E-globularinin,Caenorhabditis elegans,N2,200 µM,6.4,,,,23000058
4-hydroxy-E-globularinin,Caenorhabditis elegans,N2,2 µM,8.1,,,,23000058
4-hydroxy-E-globularinin,Caenorhabditis elegans,N2,20 µM,18.8,,,,23000058
Dauer-inducing Pheromone,Caenorhabditis elegans,N2,5% in food,13.3,,,,16377915
Dauer-inducing Pheromone,Caenorhabditis elegans,N2,10% in food,26.7,,,,16377915
Apple,Saccharomyces cerevisiae,MCY4/KlLSM4::kanMX4,1 gr,78.5,,,NS,22970337
Platycladus orientalis seed extract,Caenorhabditis elegans,N2,500 µg/ml,26.5,,,,23523941
Omega-6,Caenorhabditis elegans,N2,10 µM,16,,,,23392608
DhHP-6,Caenorhabditis elegans,N2,200 µM,21,,,,20528576
DhHP-6,Caenorhabditis elegans,N2,100 µM,19.1,,,,23410029
"3,5-dihydroxy-4'-acetoxy-trans-stilbene",Saccharomyces cerevisiae,PSY316ATα,10 µM,68.2,,,,17156081
Polypeptide Pineal extract,Rattus norvegicus,,"0.5 mg, 5 times a week",25,,Female,,575333
Polypeptide Pineal extract,Mus musculus,C3H/Sn,0.5 mg,31,14,Female,,6752596
Panax notoginseng main root polysaccharide,Caenorhabditis elegans,N2,0.1 mg/ml,21,,,,26234580
Marine collagen peptides,Rattus norvegicus,Sprague-Dawley,0.09,11,13,,,20553190
Cinnamon Extract,Drosophila melanogaster,w1118,75 mg/ml,37,,Female,,25456850
Cinnamon Extract,Drosophila melanogaster,w1118,25 mg/ml,17,,Male,,25456850
Crude BB extract (Vaccinium angustifolium),Caenorhabditis elegans,fem-1(hc17),1.5 mg/mL,37,,,,16441844
Ludwigia octovalvis extract,Drosophila melanogaster,Canton S,100 µg/ml,16.1,,Male,,24338263
Ludwigia octovalvis extract,Drosophila melanogaster,Canton S,100 µg/ml,24.2,,Female,,24338263
Stachys lavandulifolia ethanol extract,Drosophila melanogaster,Oregon R,4 µl/100 ml media,12.4,6.4,,,20738162
Stachys lavandulifolia ethanol extract,Drosophila melanogaster,Oregon R,12 µl/100 ml media,26.8,21.3,Male,,20738162
Stachys lavandulifolia ethanol extract,Drosophila melanogaster,Oregon R,4 µl/100 ml media,16,14,,,20738162
Stachys lavandulifolia ethanol extract,Drosophila melanogaster,Oregon R,20 µl/100 ml media,44.4,8,Male,,20738162
Stachys lavandulifolia ethanol extract,Drosophila melanogaster,Oregon R,20 µl/100 ml media,55.7,36,Female,,20738162
Stachys lavandulifolia ethanol extract,Drosophila melanogaster,Oregon R,12 µl/100 ml media,31.3,22,Female,,20738162
Rhodiola rosea extract,Drosophila melanogaster,,30 mg/mL every other day,,42.9,Male,,9825229
Rhodiola rosea extract,Drosophila melanogaster,,30 mg/mL every other day,,28.6,Female,,9825229
Rhodiola rosea extract,Drosophila melanogaster,,25 mg/mL,24,16,Male,,19634056
Rhodiola rosea extract,Drosophila melanogaster,,25 mg/mL,24,31,Female,,19634056
Rasayana,Drosophila melanogaster,Oregon-K,1 drop,51.1,,Female,,21836798
Rasayana,Drosophila melanogaster,Oregon-K,1 drop,55,,Male,,21836798
Recombinant buckwheat trypsin inhibitor,Caenorhabditis elegans,N2,5 µM,15.6,,,,25959406
Recombinant buckwheat trypsin inhibitor,Caenorhabditis elegans,N2,2.5 µM,7.5,,,,25959406
Recombinant buckwheat trypsin inhibitor,Caenorhabditis elegans,N2,10 µM,23.7,,,,25959406
Royal Jelly,Mus musculus,C3H/HeJ,500 ppm ad libitum in diet,23.6,,Male,,12954483
"3,5-dihydroxy-4'-ethyl-trans-stilbene",Saccharomyces cerevisiae,PSY316ATα,10 µM,51.5,,,,17156081
Reishi polysaccharide,Caenorhabditis elegans,N2,100 ppm,35,,,,19837596
Procyanidins,Caenorhabditis elegans,N2,65 µg/ml,12.1,,,,20717869
CU701,Drosophila melanogaster,Canton S,0.30%,0,,Male,NS,24305778
CU701,Drosophila melanogaster,Canton S,0.30%,6,,Female,NS,24305778
CU701,Drosophila melanogaster,Canton S,0.30%,16.9,,Male,,24305778
CU701,Drosophila melanogaster,Canton S,0.30%,5.4,,Female,,24305778
Apple polyphenols,Caenorhabditis elegans,N2,100 µg/ml,12,,,,20717869
Apple polyphenols,Drosophila melanogaster,Oregon R,NA,10,,,,21319854
Q3M,Caenorhabditis elegans,N2,20 µg/mL,20,,,,21563825
Korean red ginseng tonic,Drosophila melanogaster,w1118,12 µg/ml,13.5,,Female,,24265871
Korean red ginseng tonic,Drosophila melanogaster,w1118,1.2 µg/ml,14.5,,Female,,24265871
Korean red ginseng tonic,Drosophila melanogaster,w1118,0.12 µg/ml,5.7,,Female,NS,24265871
Korean mistletoe extract,Drosophila melanogaster,Canton S,50 µg/ml,19.9,,,,24337961
Korean mistletoe extract,Caenorhabditis elegans,N2,50 µg/ml,9.6,,,,24337961
Royalactin,Caenorhabditis elegans,N2,0.04 µg/ml,26.8,,,,25456847
Royalactin,Caenorhabditis elegans,N2,0.4 µg/ml,29.1,,,,25456847
Royalactin,Caenorhabditis elegans,N2,1.6 µg/ml,33.9,,,,25456847
Ascr#2,Caenorhabditis elegans,N2,400 nM,14,,,,23509272
Sesame,Drosophila melanogaster,Oregon R,2 mg/ml,12,,Male,,23291977
Cordyceps sinensis oral liquid,Drosophila melanogaster,Oregon-K,0.20 mg/ml ,32,15.4,Male,,26239097
Platinum nanoparticles,Caenorhabditis elegans,N2,0.5 mM,22,,,,18400258
Platinum nanoparticles,Caenorhabditis elegans,N2,50 ppb,1.7,,,NS,21737933
Platinum nanoparticles,Caenorhabditis elegans,N2,2 ppb,3.9,,,NS,21737933
Platinum nanoparticles,Caenorhabditis elegans,N2,10 ppb,5,,,NS,21737933
Platinum nanoparticles,Caenorhabditis elegans,N2,5 ppb,7.1,,,,21737933
Platinum nanoparticles,Caenorhabditis elegans,N2,2 ppb,18.2,,,,21737933
Electrolyzed reduced water,Caenorhabditis elegans,N2,,41,0,,,20944427
Electrolyzed reduced water,Caenorhabditis elegans,N2,,12.1,,,,21737933
Electrolyzed reduced water,Caenorhabditis elegans,N2,,15.5,,,,21737933
Electrolyzed reduced water,Caenorhabditis elegans,N2,,32.3,,,,21737933
Electrolyzed reduced water,Caenorhabditis elegans,N2,,37.4,,,,21737933
Electrolyzed reduced water,Caenorhabditis elegans,N2,,17.3,13.8,,,23959012
Electrolyzed reduced water,Caenorhabditis elegans,N2,,17.5,10.7,,,23959012
Protease treated royal jelly,Caenorhabditis elegans,N2,10 µg/ml,18,44,,,21858156
Erchen wan,Caenorhabditis elegans,N2,1.5 g/L,21.8,,,,24952637
Rhodiola rosea root extract,Caenorhabditis elegans,N2,10 µg/ml,15,,,,18536978
Rhodiola rosea root extract,Drosophila melanogaster,w1118,NA,36,,Male,,23704949
Rhodiola rosea root extract,Drosophila melanogaster,w1118,NA,40,,Female,,23704949
Acacetin 7-O-alpha-l-rhamnopyranosyl (1_2) beta-D-xylopyranoside,Caenorhabditis elegans,N2,50 µM,17,,,,26433219
Acacetin 7-O-alpha-l-rhamnopyranosyl (1_2) beta-D-xylopyranoside,Caenorhabditis elegans,N2,25 µM,17.3,,,,26433219
Acacetin 7-O-alpha-l-rhamnopyranosyl (1_2) beta-D-xylopyranoside,Caenorhabditis elegans,N2,5 µM,10.1,,,,26433219
Acacetin 7-O-alpha-l-rhamnopyranosyl (1_2) beta-D-xylopyranoside,Caenorhabditis elegans,N2,25 µM,39,,,,26433219
Acacetin 7-O-alpha-l-rhamnopyranosyl (1_2) beta-D-xylopyranoside,Caenorhabditis elegans,N2,,5.8,,,,26433219
Whole apple extract,Caenorhabditis elegans,N2,10 mg/ml,39,25,,,23878618
"S,S-trolox-carnosine",Drosophila melanogaster,,50 mg/L,16,,Male,,20681748
"S,S-trolox-carnosine",Drosophila melanogaster,,50 mg/L,36,,Female,,20681748
Huanshao dan,Caenorhabditis elegans,N2,6.8 g/L,38.3,,,,24952637
Apple flesh,Saccharomyces cerevisiae,MCY4/KlLSM4::kanMX4,1 gr,7,,,NS,22970337
Phaseolus vulgaris Extract,Caenorhabditis elegans,N2,150 µg / mL,13.2,,,,20455573
HF-HQ,Caenorhabditis elegans,N2,400 µM,20,,,,22529848
Olive Oil,Rattus norvegicus,,,18,,,,22498298
Pomegrenate juice,Drosophila melanogaster,Canton S,0.1,8,,Female,,25566518
Pomegrenate juice,Drosophila melanogaster,Canton S,0.1,18,,Male,,25566518
Proanthocyanidins from Kunlun Chrysanthemum flowers,Drosophila melanogaster,Oregon R+,,15.5,10.4,Female,,25628774
Proanthocyanidins from Kunlun Chrysanthemum flowers,Drosophila melanogaster,Oregon R+,,1,5.1,Female,,25628774
Proanthocyanidins from Kunlun Chrysanthemum flowers,Drosophila melanogaster,Oregon R+,,5.7,3.1,Male,,25628774
Proanthocyanidins from Kunlun Chrysanthemum flowers,Drosophila melanogaster,Oregon R+,,5.3,4.7,Female,,25628774
Proanthocyanidins from Kunlun Chrysanthemum flowers,Drosophila melanogaster,Oregon R+,,16.8,14,Male,,25628774
Proanthocyanidins from Kunlun Chrysanthemum flowers,Drosophila melanogaster,Oregon R+,,3.2,2.9,Male,,25628774
Proanthocyanidins from Kunlun Chrysanthemum flowers,Drosophila melanogaster,Oregon R+,,13.9,8.9,Male,,25628774
Damnacanthus officinarum root extract,Caenorhabditis elegans,N2,1200 µg/mL,30.3,,,,22370553
Proanthocycanidin,Caenorhabditis elegans,N2,67 µg/ml,36.6,,,,22509764
Turmeric powder,Drosophila melanogaster,,5 g/L,17.6,,,,24967413
Turmeric powder,Drosophila melanogaster,,7 g/L,17.6,,,,24967413
Turmeric powder,Drosophila melanogaster,,2.5 g/L,2.9,,,,24967413
Black tea extract,Drosophila melanogaster,Oregon R,Instead of water,20.2,,Male,,8326745
Black tea extract,Drosophila melanogaster,,10 mg/ml,10,,,,19770032
VI-28,Mus musculus,C57BL/6J,0.005,7.2,,Female,NS,20370440
VI-28,Mus musculus,C57BL/6J,0.0005,8.8,,Female,,20370440
VI-28,Mus musculus,C57BL/6J,0.005,13.5,,Male,,20370440
VI-28,Mus musculus,C57BL/6J,0.0005,14.4,,Male,,20370440
Stachys lavandulifolia water extract,Drosophila melanogaster,Oregon R,12 µl/100 ml media,21.9,8,Female,,20738162
Stachys lavandulifolia water extract,Drosophila melanogaster,Oregon R,12 µl/100 ml media,22.1,10.6,Male,,20738162
Stachys lavandulifolia water extract,Drosophila melanogaster,Oregon R,20 µl/100 ml media,32,14.9,Male,,20738162
Stachys lavandulifolia water extract,Drosophila melanogaster,Oregon R,20 µl/100 ml media,35.6,14,Female,,20738162
HuminFeed,Caenorhabditis elegans,N2,400 µM,12.5,,,,22529848
